2.546489001757691328e-01,7.453515129319462362e-01
4.991197344922897461e-01,5.008802670567953363e-01
6.320238779182253408e-01,3.679765852611905363e-01
5.049413518394145761e-01,4.950586667633987137e-01
5.105222789654080273e-01,4.894780540078390585e-01
3.369560046474565085e-01,6.630442513348333566e-01
8.002545952340638369e-01,1.997461965016322505e-01
9.124600642221379621e-02,9.087531161037452065e-01
5.001696566896558505e-01,4.998303489531845667e-01
6.688546254724694329e-01,3.311460946283141249e-01
8.039845355050206921e-01,1.960172597941516048e-01
7.926475887668243958e-01,2.073532131019684699e-01
6.738076240608374956e-01,3.261932210742912730e-01
5.045949589484607367e-01,4.954066737441001900e-01
2.744812314319905466e-01,7.255190386621171994e-01
6.534752845899015616e-01,3.465253838715329771e-01
4.998131079752892170e-01,5.001868917256170333e-01
2.314105348770923165e-01,7.685897844224048869e-01
5.022146782380544350e-01,4.977853301209400616e-01
4.997176896171660054e-01,5.002823096483508536e-01
7.887500292699016757e-01,2.112512174945442023e-01
5.000514988948111528e-01,4.999485013069050465e-01
1.977168376408184880e-01,8.022833841360086371e-01
5.578445523597931333e-01,4.421572758661949654e-01
4.686407539028811242e-01,5.313513939500413841e-01
5.577919052334410210e-01,4.422099171122156336e-01
5.331646138841668048e-01,4.668355026699191335e-01
1.831702632530977926e-01,8.168293379705363622e-01
6.890806833447481461e-01,3.109200445113135536e-01
6.721308615578799328e-01,3.278707261755655633e-01
4.894583960460162086e-01,5.105416233620114763e-01
4.973144498604958885e-01,5.026858820256425719e-01
9.472765011783153000e-01,5.272421797969880503e-02
4.704377681785087417e-01,5.295637071770417093e-01
1.140976579490805415e-01,8.859014329599457227e-01
4.983928675214685522e-01,5.016071352886508627e-01
5.108731695635319037e-01,4.891271049789952530e-01
5.577641232004395544e-01,4.422377007974424012e-01
5.426534905344566617e-01,4.573467949774298602e-01
4.999965141721426920e-01,5.000034858186416242e-01
5.255050413516504371e-01,4.744950587252592666e-01
2.844316148026438396e-01,7.155689052836786690e-01
4.675187888845583895e-01,5.324814941234783383e-01
4.446920580350932073e-01,5.553081155368654320e-01
5.029562317656555148e-01,4.970437849598907110e-01
4.981428847844890928e-01,5.018571102944689999e-01
7.969610349524358650e-01,2.030397543399736493e-01
3.771805306057260943e-01,6.228203342040846691e-01
5.722726925283457833e-01,4.277296319235572852e-01
2.433691614009752813e-01,7.566305395471308870e-01
5.004649843554593858e-01,4.995350179417510916e-01
4.539814559105292413e-01,5.460186990634634530e-01
2.076293971211097822e-01,7.923725571207999030e-01
5.002776009057738893e-01,4.997224001403570703e-01
5.085913230480854086e-01,4.914087102976908428e-01
5.023797245636788533e-01,4.976202850575540126e-01
2.330039776565850373e-01,7.669963319461337026e-01
5.505975588607334714e-01,4.494042420287214790e-01
5.105608139770919651e-01,4.894392267917253569e-01
2.346664098949800548e-01,7.653339659023197239e-01
