5.641120350528936456e-01,4.358879759652021790e-01
5.000000000795983279e-01,4.999999999204016721e-01
5.743952532485995244e-01,4.256047731158998926e-01
5.000089968319516576e-01,4.999910031693938217e-01
7.085855847943308694e-01,2.914144474128274043e-01
5.470715765362035299e-01,4.529284316167858648e-01
7.007444632427849429e-01,2.992556179678998451e-01
6.160595701334646845e-01,3.839405565499500184e-01
2.459128330403753115e-01,7.540870989239397693e-01
7.048529163049332968e-01,2.951471154784400808e-01
5.759471602595527262e-01,4.240527409986296625e-01
7.853233922962009617e-01,2.146767845699670829e-01
7.064313977820828594e-01,2.935686341863316118e-01
6.770186155198006928e-01,3.229814093525843477e-01
5.004294850848364229e-01,4.995705149904812181e-01
9.435202693434441290e-01,5.647975521643156666e-02
2.089375154595868311e-01,7.910624113827317005e-01
5.833602358325149506e-01,4.166398514555690880e-01
4.999985262197087499e-01,5.000014737780620333e-01
5.141392449143442622e-01,4.858607575662242106e-01
5.875617337955848507e-01,4.124382825286189158e-01
5.000022721273547077e-01,4.999977278730445285e-01
7.012423760624826308e-01,2.987576518606258058e-01
9.671949184029344782e-01,3.280519121600886795e-02
3.272839442617862526e-01,6.727159645500643270e-01
4.990271032798101469e-01,5.009728956899385244e-01
9.879717973820623111e-01,1.202825205459750156e-02
2.298908549993576023e-01,7.701090726866490765e-01
9.600118521048210951e-01,3.998816993812061293e-02
7.031704685824190504e-01,2.968295630047416700e-01
7.156824564189884219e-01,2.843174787845547669e-01
7.034421033554175695e-01,2.965579282507106451e-01
6.280571808248701648e-01,3.719428402105398046e-01
9.968935625175128212e-01,3.106456013854023025e-03
4.173203990242873029e-01,5.826794483831422289e-01
4.673755783645421324e-01,5.326244108272373268e-01
3.822198540997309157e-01,6.177800320568114234e-01
5.051632057776913598e-01,4.948367995606202663e-01
9.777681654850873816e-01,2.223186507651233462e-02
4.993602807080635975e-01,5.006397190794488194e-01
5.036933067285862542e-01,4.963066943325553648e-01
6.070749182554399832e-04,9.993929188685148901e-01
7.065524982670988718e-01,2.934475336072768781e-01
2.221151813667781305e-01,7.778847187558420861e-01
4.881688320253017577e-01,5.118311585759817151e-01
4.999607958694599064e-01,5.000392041172920798e-01
9.160677636049336936e-01,8.393228449734696506e-02
4.690858090968637040e-01,5.309140224620110260e-01
4.512721187771063236e-01,5.487274057622754109e-01
5.296224182663150648e-01,4.703775869215457983e-01
5.000000008860070455e-01,4.999999991139931765e-01
7.138594698265635641e-01,2.861404645124790425e-01
8.524841267361115138e-01,1.475158670705653541e-01
5.000083174803626740e-01,4.999916825210913851e-01
4.722670740354140140e-01,5.277329159521388924e-01
4.953215597800575964e-01,5.046784378175978025e-01
4.549664155770826723e-01,5.450334909186617116e-01
4.980675167207911369e-01,5.019324826455086042e-01
4.704029721844045775e-01,5.295970042427429192e-01
4.999322971322734954e-01,5.000676674126529608e-01
7.174040245748144473e-01,2.825959114487222035e-01
6.139206387817475186e-01,3.860792877610818574e-01
9.364635514780700332e-02,9.063535265417911324e-01
9.665757913733687978e-01,3.342425996841899560e-02
5.172312541560766253e-01,4.827687488663995885e-01
4.700706989107378275e-01,5.299291993837402792e-01
9.988880797885600904e-01,1.111929307738770880e-03
4.999996631554064486e-01,5.000003368444786433e-01
7.181260688670746406e-01,2.818738673311610987e-01
4.999996427478795580e-01,5.000003572516534822e-01
6.570826944481955589e-01,3.429173312751682690e-01
4.033686291432507787e-01,5.966311842727543002e-01
6.844236099737963652e-01,3.155763207045975127e-01
6.577976459611268867e-01,3.422022245037226185e-01
4.999977594177609785e-01,5.000022405801547443e-01
9.998755409762415391e-01,1.244601850405407625e-04
4.997950939281192162e-01,5.002049059898328043e-01
6.202835791456419168e-01,3.797163128097476581e-01
5.000000011616589912e-01,4.999999988383414529e-01
4.084561121021927366e-01,5.915437941490908624e-01
5.003433909215869724e-01,4.996566094521510681e-01
4.001923382186122202e-01,5.998076259373729124e-01
5.000000101925626828e-01,4.999999898074086735e-01
2.861775067196727362e-01,7.138224250424333173e-01
5.001652485512890767e-01,4.998347514777169986e-01
4.995889718596240869e-01,5.004110279175756348e-01
4.347758237740751430e-01,5.652241079537302371e-01
9.777681654850873816e-01,2.223186507651233462e-02
5.323501580188639837e-01,4.676498476442053631e-01
3.774765636911497912e-01,6.225233943445293017e-01
6.887528525813914060e-01,3.112471773096436300e-01
7.070929213390499957e-01,2.929071102417536987e-01
5.000004855906531320e-01,4.999995144089022236e-01
6.210481466330137756e-01,3.789517973926819772e-01
2.073863385937828041e-01,7.926134850202291027e-01
4.999992563520840871e-01,5.000007436476687772e-01
4.715445353854262889e-01,5.284554551836696534e-01
5.068405691294476378e-01,4.931594320712348600e-01
3.910536125501045124e-01,6.089463031403458126e-01
6.827577660384097635e-01,3.172422631028253837e-01
2.605728180845632291e-01,7.394271002179260144e-01
4.999999626488126347e-01,5.000000373511472862e-01
2.089375154595868311e-01,7.910624113827317005e-01
4.999847742793987471e-01,5.000152257155684454e-01
4.997419684147810792e-01,5.002580306654736964e-01
5.000000915656842571e-01,4.999999084343309530e-01
6.822807112895434845e-01,3.177193177938687496e-01
2.894808146100456003e-01,7.105190400651272276e-01
